model,shots,book,answer,ground_truth_stem,answer_clean
gemma3:12b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,0,"Sandry's Book (Circle of Magic, #1)",False.,False,False
llama3.2:1b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,5,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,5,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,5,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,5,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,5,"Sandry's Book (Circle of Magic, #1)",True,False,True
llama3.2:1b,10,"Sandry's Book (Circle of Magic, #1)",False.,False,False
llama3.2:1b,10,"Sandry's Book (Circle of Magic, #1)",False.,False,False
llama3.2:1b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,10,"Sandry's Book (Circle of Magic, #1)",False.,False,False
llama3.2:1b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
mistral:7b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
mistral:7b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
mistral:7b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
mistral:7b,1,"Sandry's Book (Circle of Magic, #1)",True,False,True
mistral:7b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,10,"Sandry's Book (Circle of Magic, #1)","False. The book ""Sandry's Book (Circle of Magic, #1)"" is not classified as a STEM book, as it primarily focuses on magic and fantasy elements rather than science, technology, engineering, or mathematics.",False,False
mistral:7b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
mistral:7b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,0,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,1,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,1,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,1,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,1,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,1,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,5,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
gemma3:12b,10,"Sandry's Book (Circle of Magic, #1)",False,False,False
llama3.2:1b,0,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,0,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,0,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,0,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,0,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,1,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,1,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,5,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,10,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,10,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,10,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,10,Bicycle: Eureka! The Biography of an Idea,False,True,False
llama3.2:1b,10,Bicycle: Eureka! The Biography of an Idea,False.,True,False
mistral:7b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
mistral:7b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,0,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,1,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,5,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
gemma3:12b,10,Bicycle: Eureka! The Biography of an Idea,True,True,True
llama3.2:1b,0,"The Predator (Animorphs, #5)",False.,False,False
llama3.2:1b,0,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,0,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,0,"The Predator (Animorphs, #5)",False.,False,False
llama3.2:1b,0,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,1,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,1,"The Predator (Animorphs, #5)",True,False,True
llama3.2:1b,1,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,1,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,1,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,5,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,5,"The Predator (Animorphs, #5)",True,False,True
llama3.2:1b,5,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,5,"The Predator (Animorphs, #5)",True,False,True
llama3.2:1b,5,"The Predator (Animorphs, #5)",True,False,True
llama3.2:1b,10,"The Predator (Animorphs, #5)",False.,False,False
llama3.2:1b,10,"The Predator (Animorphs, #5)",False.,False,False
llama3.2:1b,10,"The Predator (Animorphs, #5)",False.,False,False
llama3.2:1b,10,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,10,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,0,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,0,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,0,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,0,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,0,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,1,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,1,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,1,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,1,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,1,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,5,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,5,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,5,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,5,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,5,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,10,"The Predator (Animorphs, #5)","False. The book ""The Predator (Animorphs, #5)"" does not appear to be a STEM book, as it primarily focuses on science fiction, fantasy, and adventure genres, rather than Science, Technology, Engineering, or Mathematics subjects.",False,False
mistral:7b,10,"The Predator (Animorphs, #5)","False. The Predator (Animorphs, #5) is not a STEM book as it primarily focuses on science fiction and adventure genres rather than Science, Technology, Engineering, or Mathematics.",False,False
mistral:7b,10,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,10,"The Predator (Animorphs, #5)",False,False,False
mistral:7b,10,"The Predator (Animorphs, #5)","False. The book ""The Predator (Animorphs, #5)"" is not classified as a STEM (Science, Technology, Engineering, Mathematics) title. It belongs to the genre of Science Fiction and is a part of a young adult fiction series.",False,False
gemma3:12b,0,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,0,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,0,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,0,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,0,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,1,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,1,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,1,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,1,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,1,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,5,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,5,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,5,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,5,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,5,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,10,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,10,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,10,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,10,"The Predator (Animorphs, #5)",False,False,False
gemma3:12b,10,"The Predator (Animorphs, #5)",False,False,False
llama3.2:1b,0,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,0,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,0,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,0,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,0,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,1,Uma Wimple Charts Her House,False,True,False
llama3.2:1b,1,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,1,Uma Wimple Charts Her House,True.,True,True
llama3.2:1b,1,Uma Wimple Charts Her House,True.,True,True
llama3.2:1b,1,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,5,Uma Wimple Charts Her House,True.,True,True
llama3.2:1b,5,Uma Wimple Charts Her House,True.,True,True
llama3.2:1b,5,Uma Wimple Charts Her House,False,True,False
llama3.2:1b,5,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,5,Uma Wimple Charts Her House,True.,True,True
llama3.2:1b,10,Uma Wimple Charts Her House,False,True,False
llama3.2:1b,10,Uma Wimple Charts Her House,"False. This book does not fit into the STEM category as it primarily deals with themes of family, love, and self-discovery, which are more related to social sciences or humanities.",True,False
llama3.2:1b,10,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,10,Uma Wimple Charts Her House,False.,True,False
llama3.2:1b,10,Uma Wimple Charts Her House,False.,True,False
mistral:7b,0,Uma Wimple Charts Her House,False,True,False
mistral:7b,0,Uma Wimple Charts Her House,False,True,False
mistral:7b,0,Uma Wimple Charts Her House,False,True,False
mistral:7b,0,Uma Wimple Charts Her House,False,True,False
mistral:7b,0,Uma Wimple Charts Her House,False,True,False
mistral:7b,1,Uma Wimple Charts Her House,False,True,False
mistral:7b,1,Uma Wimple Charts Her House,False,True,False
mistral:7b,1,Uma Wimple Charts Her House,False,True,False
mistral:7b,1,Uma Wimple Charts Her House,False,True,False
mistral:7b,1,Uma Wimple Charts Her House,False,True,False
mistral:7b,5,Uma Wimple Charts Her House,False,True,False
mistral:7b,5,Uma Wimple Charts Her House,False,True,False
mistral:7b,5,Uma Wimple Charts Her House,False,True,False
mistral:7b,5,Uma Wimple Charts Her House,False,True,False
mistral:7b,5,Uma Wimple Charts Her House,False,True,False
mistral:7b,10,Uma Wimple Charts Her House,False,True,False
mistral:7b,10,Uma Wimple Charts Her House,False,True,False
mistral:7b,10,Uma Wimple Charts Her House,False,True,False
mistral:7b,10,Uma Wimple Charts Her House,False,True,False
mistral:7b,10,Uma Wimple Charts Her House,False,True,False
gemma3:12b,0,Uma Wimple Charts Her House,False,True,False
gemma3:12b,0,Uma Wimple Charts Her House,False,True,False
gemma3:12b,0,Uma Wimple Charts Her House,False,True,False
gemma3:12b,0,Uma Wimple Charts Her House,False,True,False
gemma3:12b,0,Uma Wimple Charts Her House,False,True,False
gemma3:12b,1,Uma Wimple Charts Her House,False,True,False
gemma3:12b,1,Uma Wimple Charts Her House,False,True,False
gemma3:12b,1,Uma Wimple Charts Her House,False,True,False
gemma3:12b,1,Uma Wimple Charts Her House,False,True,False
gemma3:12b,1,Uma Wimple Charts Her House,False,True,False
gemma3:12b,5,Uma Wimple Charts Her House,False,True,False
gemma3:12b,5,Uma Wimple Charts Her House,False,True,False
gemma3:12b,5,Uma Wimple Charts Her House,False,True,False
gemma3:12b,5,Uma Wimple Charts Her House,False,True,False
gemma3:12b,5,Uma Wimple Charts Her House,False,True,False
gemma3:12b,10,Uma Wimple Charts Her House,False,True,False
gemma3:12b,10,Uma Wimple Charts Her House,False,True,False
gemma3:12b,10,Uma Wimple Charts Her House,False,True,False
gemma3:12b,10,Uma Wimple Charts Her House,False,True,False
gemma3:12b,10,Uma Wimple Charts Her House,False,True,False
llama3.2:1b,0,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,0,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,0,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,0,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,0,"The Message (Animorphs, #4)",False.,False,False
llama3.2:1b,1,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,1,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,1,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,1,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,1,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,5,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,5,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,5,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,5,"The Message (Animorphs, #4)",False.,False,False
llama3.2:1b,5,"The Message (Animorphs, #4)",True,False,True
llama3.2:1b,10,"The Message (Animorphs, #4)",False.,False,False
llama3.2:1b,10,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,10,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,10,"The Message (Animorphs, #4)",False.,False,False
llama3.2:1b,10,"The Message (Animorphs, #4)",False,False,False
mistral:7b,0,"The Message (Animorphs, #4)",False,False,False
mistral:7b,0,"The Message (Animorphs, #4)",False,False,False
mistral:7b,0,"The Message (Animorphs, #4)","False, ""The Message (Animorphs, #4)"" is not a STEM book. It belongs to the Science Fiction genre.",False,False
mistral:7b,0,"The Message (Animorphs, #4)","False. The given book, ""The Message (Animorphs, #4)"", is not classified as a STEM book. It primarily focuses on science fiction and adventure genres rather than Science, Technology, Engineering, or Mathematics.",False,False
mistral:7b,0,"The Message (Animorphs, #4)","False. The book ""The Message (Animorphs, #4)"" does not seem to focus primarily on Science, Technology, Engineering, or Mathematics. Instead, it appears to be a work of fiction in the science fiction genre, focusing on themes such as friendship, alien life, and survival.",False,False
mistral:7b,1,"The Message (Animorphs, #4)","True (The book ""The Message (Animorphs, #4)"" falls under the category of Science Fiction, which is a part of STEM as it often involves scientific concepts and technology.)",False,True
mistral:7b,1,"The Message (Animorphs, #4)",False,False,False
mistral:7b,1,"The Message (Animorphs, #4)",False,False,False
mistral:7b,1,"The Message (Animorphs, #4)",True,False,True
mistral:7b,1,"The Message (Animorphs, #4)",False,False,False
mistral:7b,5,"The Message (Animorphs, #4)",False,False,False
mistral:7b,5,"The Message (Animorphs, #4)",False,False,False
mistral:7b,5,"The Message (Animorphs, #4)",False,False,False
mistral:7b,5,"The Message (Animorphs, #4)",False,False,False
mistral:7b,5,"The Message (Animorphs, #4)",False,False,False
mistral:7b,10,"The Message (Animorphs, #4)",False,False,False
mistral:7b,10,"The Message (Animorphs, #4)","False. ""The Message (Animorphs, #4)"" is not a STEM book. It falls under the genre of science fiction, specifically young adult fiction.",False,False
mistral:7b,10,"The Message (Animorphs, #4)",False,False,False
mistral:7b,10,"The Message (Animorphs, #4)",False,False,False
mistral:7b,10,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,0,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,0,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,0,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,0,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,0,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,1,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,1,"The Message (Animorphs, #4)",True,False,True
gemma3:12b,1,"The Message (Animorphs, #4)",True,False,True
gemma3:12b,1,"The Message (Animorphs, #4)",True,False,True
gemma3:12b,1,"The Message (Animorphs, #4)",True,False,True
gemma3:12b,5,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,5,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,5,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,5,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,5,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,10,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,10,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,10,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,10,"The Message (Animorphs, #4)",False,False,False
gemma3:12b,10,"The Message (Animorphs, #4)",False,False,False
llama3.2:1b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False.,True,False
llama3.2:1b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True.,True,True
llama3.2:1b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True.,True,True
llama3.2:1b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
llama3.2:1b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,False,True,False
mistral:7b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
mistral:7b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,0,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,1,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,5,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
