Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset
4620,4620,9780590437158,73806,Escape from Warsaw,"[Ian Serraillier, Erwin Hoffmann]","WARSAW 1942<br /><br />On a cold, dark night in Warsaw in 1942, the Balicki children watch in horror as Nazi Storm Troopers arrest their mother. Now they are alone. With the war raging around them, food and shelter are hard to come by. They live in constant fear.<br /><br />Finally, they get word that their father is alive. He has made it to Switzerland. Edek and Ruth are determined to find him, though they know how dangerous the long trip from Warsaw will be. But they also know that if they don't make it, they may never see their parents again.<br /><br />Their gripping story is taken from actual accounts.",4.01,16.5,"{'Anger': 0.06945583171308768, 'Anticipation': 0.0825036894750404, 'Disgust': 0.029632926515027292, 'Fear': 0.1033287263697908, 'Joy': 0.050036309119445295, 'Sadness': 0.05835226873433436, 'Surprise': 0.0309213146243763, 'Trust': 0.10726416641289324, 'Objective': 0.4685047670360046}","{'Anger': 0.06573113416688835, 'Anticipation': 0.07807927640329873, 'Disgust': 0.02804380597676687, 'Fear': 0.11578877361000264, 'Joy': 0.053072625698324015, 'Sadness': 0.06730513434424047, 'Surprise': 0.03635718719517602, 'Trust': 0.11224173095681474, 'Objective': 0.443380331648488}"
4665,4665,9780671039745,18128,'Salem's Lot,[Stephen King],"Stephen King's second novel,'Salem's Lot, is the story of a mundane town under siege from the forces of darkness. Considered one of the most terrifying vampire novels ever written, it cunningly probes the shadows of the human heart -- and the insular evils of small-town America.<br />(back cover)",4.03,17.666666666666668,"{'Anger': 0.055094417929030914, 'Anticipation': 0.0, 'Disgust': 0.04053399737151552, 'Fear': 0.10880542297848791, 'Joy': 0.018918171128173202, 'Sadness': 0.03738673307048488, 'Surprise': 0.0, 'Trust': 0.012969495746005394, 'Objective': 0.7262917617763021}","{'Anger': 0.04690398374701881, 'Anticipation': 0.059005388216588635, 'Disgust': 0.0618614374466331, 'Fear': 0.09263021523422547, 'Joy': 0.031004328239554804, 'Sadness': 0.03182875482142331, 'Surprise': 0.006683744074433943, 'Trust': 0.05176221181874392, 'Objective': 0.618319936401378}"
4668,4668,9780671704636,1262871,Murder on the Orient Express,[Agatha Christie],"Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.<br /><br />Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer—in case he or she decides to strike again.",4.17,17.666666666666668,"{'Anger': 0.07330316742081448, 'Anticipation': 0.06365869424692953, 'Disgust': 0.03270846800258565, 'Fear': 0.0610213316095669, 'Joy': 0.025442792501616032, 'Sadness': 0.07563025210084034, 'Surprise': 0.057970265029088565, 'Trust': 0.04142210730446025, 'Objective': 0.5688429217840983}","{'Anger': 0.0833470753139061, 'Anticipation': 0.05799901057739876, 'Disgust': 0.04490093995147118, 'Fear': 0.07547880986595679, 'Joy': 0.023180758086173998, 'Sadness': 0.08695140050413439, 'Surprise': 0.06459516125232632, 'Trust': 0.04527786284718133, 'Objective': 0.5182689816014512}"
4674,4674,9780764502453,7369820,America Online For Dummies Quick Reference,"[John Kaufeld, Jenny Kaufeld]","Looking for the fastest, easiest way to get to know America Online 4.0? America Online For Dummies Quick Reference, 2nd Edition, gives helpful advice on everything that AOL has to offer, including sending and receiving e-mail, finding information and conversations on topics ranging from travel to financial investments, and getting around the Internet and the World Wide Web. John and Jennifer even point out some of the coolest areas on AOL. Now you can find what you need quickly with our ...For Dummies® Quick References! The design features tasks and commands in alphabetical order, clear-cut, step-by-step instructions, and easy-to-follow advice. Get in and out quickly and find the information you really need without reading lots of extra material.<br /><br />Also look for IDG Books Worldwide's America Online® For Dummies® , 4th Edition, the fun and easy way to find out more about America Online.",4.33,18.0,"{'Anger': 0.006307220141489804, 'Anticipation': 0.035567519766957975, 'Disgust': 0.007828755722014148, 'Fear': 0.006294215563878485, 'Joy': 0.036009675405742826, 'Sadness': 0.005487931751976696, 'Surprise': 0.0033551810237203495, 'Trust': 0.06685653349979194, 'Objective': 0.8322929671244278}","{'Anger': 0.017151344406068393, 'Anticipation': 0.04955618686124503, 'Disgust': 0.012341895253026534, 'Fear': 0.008652293329246873, 'Joy': 0.04051489396814919, 'Sadness': 0.015300649511392973, 'Surprise': 0.006353659542866573, 'Trust': 0.09570568057241875, 'Objective': 0.7544233965555857}"
4683,4683,9783257700480,2271211,Tao-Te-King,[Lao Tzu],"<b>A lucid translation of the well-known Taoist classic by a leading scholar-now in a Shambhala Pocket Library edition.</b> <br />Written more than two thousand years ago, the <i>Tao Teh Ching</i>, or -The Classic of the Way and Its Virtue, - is one of the true classics of the world of spiritual literature. Traditionally attributed to the legendary -Old Master, - Lao Tzu, the <i>Tao Teh Ching</i> teaches that the qualities of the enlightened sage or ideal ruler are identical with those of the perfected individual. Today, Lao Tzu's words are as useful in mastering the arts of leadership in business and politics as they are in developing a sense of balance and harmony in everyday life. To follow the <i>Tao </i>or Way of all things and realize their true nature is to embody humility, spontaneity, and generosity. <br />John C. H. Wu has done a remarkable job of rendering this subtle text into English while retaining the freshness and depth of the original. A jurist and scholar, Dr. Wu was a recognized authority on Taoism and the translator of several Taoist and Zen texts and of Chinese poetry.<br />This book is part of the Shambhala Pocket Library series. The Shambhala Pocket Library is a collection of short, portable teachings from notable figures across religious traditions and classic texts. The covers in this series are rendered by Colorado artist Robert Spellman. The books in this collection distill the wisdom and heart of the work Shambhala Publications has published over 50 years into a compact format that is collectible, reader-friendly, and applicable to everyday life.",4.29,18.0,"{'Anger': 0.0023442573614433026, 'Anticipation': 0.020916161120174866, 'Disgust': 0.0019799470958136, 'Fear': 0.0, 'Joy': 0.08669000364310264, 'Sadness': 0.0, 'Surprise': 0.009717580346253148, 'Trust': 0.12597215402404446, 'Objective': 0.7523798964091679}","{'Anger': 0.002254654032479206, 'Anticipation': 0.020116693580329664, 'Disgust': 0.0019042686085128425, 'Fear': 0.0029706590292800346, 'Joy': 0.08954632704670791, 'Sadness': 0.0014015416958654521, 'Surprise': 0.012499619146278297, 'Trust': 0.14568416562566652, 'Objective': 0.7236220712348802}"
4709,4709,9783551551672,45309092,"Harry Potter und der Stein der Weisen (Harry Potter, #1)","[J.K. Rowling, Klaus Fritz]","<i>Alternate Cover Editions:<br /><a target=""_blank"" rel=""noopener nofollow"" href=""https://www.goodreads.com/book/show/45309016-harry-potter-und-der-stein-der-weisen"">https://www.goodreads.com/book/show/4...</a><br /><a target=""_blank"" rel=""noopener nofollow"" href=""https://www.goodreads.com/book/show/142293.Harry_Potter_und_der_Stein_der_Weisen"">https://www.goodreads.com/book/show/1...</a><br /><a target=""_blank"" rel=""noopener nofollow"" href=""https://www.goodreads.com/book/show/25313807-harry-potter-und-der-stein-der-weisen"">https://www.goodreads.com/book/show/2...</a></i><br /><br /><br />Eigentlich hatte Harry geglaubt, er sei ein ganz normaler Junge. Zumindest bis zu seinem elften Geburtstag. Da erfährt er, dass er sich an der Schule für Hexerei und Zauberei einfinden soll. Und warum? Weil Harry ein Zauberer ist.<br />Und so wird für Harry das erste Jahr in der Schule das spannendste, aufregendste und lustigste in seinem Leben. Er stürzt von einem Abenteuer in die nächste ungeheuerliche Geschichte, muss gegen Bestien, Mitschüler und Fabelwesen kämpfen. Da ist es gut, dass er schon Freunde gefunden hat, die ihm im Kampf gegen die dunklen Mächte zur Seite stehen.",4.47,16.75,"{'Anger': 0.024957433857065985, 'Anticipation': 0.003105343484512982, 'Disgust': 0.021569786419415454, 'Fear': 0.020272952634689863, 'Joy': 0.0035993754025036837, 'Sadness': 0.023343008125060658, 'Surprise': 0.0, 'Trust': 0.0033082494508305917, 'Objective': 0.8998438506259209}","{'Anger': 0.024766256959764685, 'Anticipation': 0.0030815561858738663, 'Disgust': 0.0256416990580243, 'Fear': 0.020117659418006095, 'Joy': 0.0035718037608992548, 'Sadness': 0.02316419791994958, 'Surprise': 0.0, 'Trust': 0.006705886472668698, 'Objective': 0.8929509402248136}"
4727,4727,9780446524261,447970,"Jackie, Ethel, Joan: Women of Camelot",[J. Randy Taraborrelli],"<b>Jacqueline Bouvier. Ethel Skakel. Joan Bennett. Three women who married into America's royal family and became forever linked in legend. </b><br /><br /><br />Set against the panorama of explosive American history, this unique story offers a rarely-seen look at the relationship shared among the three women -- during the Camelot years and beyond. Whether dealing with their husbands' blatant infidelities, stumping for their many political campaigns, touring the world to promote their family's legacy, raising their children, or confronting death, the Kennedy wives did it all with grace, style and dignity.<br /><br />",4.04,13.0,"{'Anger': 0.05588946712599867, 'Anticipation': 0.04549952356519826, 'Disgust': 0.02862273693469178, 'Fear': 0.04436340980722714, 'Joy': 0.09131056219306603, 'Sadness': 0.02937403796818881, 'Surprise': 0.039232573480905954, 'Trust': 0.06100197903686872, 'Objective': 0.6047057098878545}","{'Anger': 0.048850804837030505, 'Anticipation': 0.07731240490109713, 'Disgust': 0.02501801873948907, 'Fear': 0.04604788980539761, 'Joy': 0.1098742692400096, 'Sadness': 0.025674701689757346, 'Surprise': 0.040297909826219266, 'Trust': 0.09837430928165289, 'Objective': 0.5285496916793465}"
4733,4733,9780717287567,2617684,Walt Disney's Winnie the Pooh and Tigger Too,"[Walt Disney Company, A.A. Milne]","The story begins with Tigger bouncing into Pooh. He's on his way to see Rabbit and he also bounces into Piglet along the way. Rabbit is not amused when Tigger arrives and bounces him and decides to come up with a plan to ""unbounce"" Tigger.",4.41,13.0,"{'Anger': 0.0, 'Anticipation': 0.1336478914774403, 'Disgust': 0.0, 'Fear': 0.016160424653494546, 'Joy': 0.04517841344736066, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.09725744618106753, 'Objective': 0.707755824240637}","{'Anger': 0.0, 'Anticipation': 0.12958197518156342, 'Disgust': 0.0, 'Fear': 0.015668782524160804, 'Joy': 0.043803968662434946, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.12472122147881282, 'Objective': 0.6862240521530278}"
4749,4749,9780345348104,682804,"The Killer Angels (The Civil War Trilogy, #2)",[Michael Shaara],"In the four most bloody and courageous days of our nation's history, two armies fought for two dreams. One dreamed of freedom, the other of a way of life. Far more than rifles and bullets were carried into battle. There were memories. There were promises. There was love. And far more than men fell on those Pennsylvania fields. Shattered futures, forgotten innocence, and crippled beauty were also the casualties of war. <i>The Killer Angels</i> is unique, sweeping, unforgettable—a dramatic re-creation of the battleground for America's destiny.",4.32,17.0,"{'Anger': 0.07227463433856425, 'Anticipation': 0.02482557196170696, 'Disgust': 0.012864792193041425, 'Fear': 0.11033587538536428, 'Joy': 0.12329338680141862, 'Sadness': 0.11021997635659814, 'Surprise': 0.017570292760946665, 'Trust': 0.08819916089103175, 'Objective': 0.440416309311328}","{'Anger': 0.07956272774596564, 'Anticipation': 0.02230088495575221, 'Disgust': 0.03548152004164498, 'Fear': 0.13034877667881312, 'Joy': 0.11075481520041645, 'Sadness': 0.11496095783446121, 'Surprise': 0.026194690265486726, 'Trust': 0.08476834981780322, 'Objective': 0.3956272774596564}"
4753,4753,9788466300278,94572,La hora de las brujas,[Anne Rice],"Demonstrating once again her gift for spellbinding storytelling, Anne Rice makes real a family of witches-a family given to poetry and incest, to murder and philosophy, a family that is itself haunted by a powerful, dangerous and seductive being.""",4.11,17.0,"{'Anger': 0.083194540358289, 'Anticipation': 0.06950481374659788, 'Disgust': 0.092822033554048, 'Fear': 0.14957143437461914, 'Joy': 0.12316691717106065, 'Sadness': 0.08124466831864158, 'Surprise': 0.06885485640004875, 'Trust': 0.04728439696144941, 'Objective': 0.28435633911524555}","{'Anger': 0.07529688591492334, 'Anticipation': 0.081878010220964, 'Disgust': 0.08401044156035146, 'Fear': 0.13537262399352915, 'Joy': 0.1276885179602191, 'Sadness': 0.07353211515129231, 'Surprise': 0.07408360601492701, 'Trust': 0.09077539615427037, 'Objective': 0.2573624030295231}"
4755,4755,9780312853235,40387701,"Ender's Game (Ender's Saga, #1)",[Orson Scott Card],"Andrew ""Ender"" Wiggin isn't just playing games at Battle School; he and the other children are being tested and trained for war. Ender is the most talented result of Earth's desperate quest to create the military genius that the planet needs in its struggle against an alien enemy.<br />Is Ender the general Earth needs? The only way to find out is to throw the child into ever-harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.<br />But Ender is not the only result of the experiment. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway for almost as long. Ender's two older siblings, Peter and Valentine, are every bit as unusual as he is, but in very different ways.<br />Among the three of them lie the abilities to remake a world. If, that is, the world survives. (back cover)",4.3,17.0,"{'Anger': 0.05225076020851433, 'Anticipation': 0.08508905299739358, 'Disgust': 0.02618646828844483, 'Fear': 0.08192604257167681, 'Joy': 0.03639498262380539, 'Sadness': 0.044282145960034755, 'Surprise': 0.005620112945264987, 'Trust': 0.04379344048653345, 'Objective': 0.6244569939183319}","{'Anger': 0.06542723899307994, 'Anticipation': 0.09778357235984356, 'Disgust': 0.025260756192959585, 'Fear': 0.07565690502457126, 'Joy': 0.03752131180423227, 'Sadness': 0.046572560425233174, 'Surprise': 0.005190051148330157, 'Trust': 0.06991525423728814, 'Objective': 0.5766723498144619}"
4761,4761,9780448060095,1206986,Grimms' Fairy Tales,"[Jacob Grimm, Edward Verrall Lucas, Lucy Crane, Marian Edwardes, Fritz Kredel]",Includes 55 fairy tales.,4.13,16.0,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 1.0}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.04, 'Joy': 0.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 0.96}"
4768,4768,9780440141969,69629,"The Judas Goat (Spenser, #5)",[Robert B. Parker],"Spenser has gone to London -- and not to see the Queen. He's gone to track down a bunch of bombers who've blown away his client's wife and kids. His job is to catch them. Or kill them. His client isn't choosy.<br /><br />But there are nine killers to one Spenser -- long odds. Hawk helps balance the equation. The rest depends on a wild plan. Spenser will get one of the terrorists to play Judas Goat -- to lead him to others. Trouble is, he hasn't counted on her being very blond, very beautiful and very dangerous.",4.05,17.0,"{'Anger': 0.026226138032305436, 'Anticipation': 0.04954478707782674, 'Disgust': 0.0, 'Fear': 0.11817914831130691, 'Joy': 0.0562114537444934, 'Sadness': 0.0674596182085169, 'Surprise': 0.026607929515418502, 'Trust': 0.06839941262848752, 'Objective': 0.5873715124816447}","{'Anger': 0.04261796042617961, 'Anticipation': 0.0450479318539881, 'Disgust': 0.014820155411359451, 'Fear': 0.13081791236081072, 'Joy': 0.05110950893214773, 'Sadness': 0.08179123608107026, 'Surprise': 0.037544393708777275, 'Trust': 0.06219124676226334, 'Objective': 0.5340596544634036}"
4776,4776,9780345297679,8070888,"The Return Of Nathan Brazil (Saga of the Well World, #4)",[Jack L. Chalker],"Welcome to the Well World: a construct of an ancient defunct race known as the Markovians. The Well World acts both as the controller of and the gateway to 1560 worlds created by the Markovians at the end of their time. Humanity is reeling when the Dreel (a viral, hive-minded species) attack the Milky Way and seem ready to take over the galaxy. In desperation they go back to the ancient sciences of the defunct race of Markovians which no one really understands.<br /><br />But using science concepts as alien and as powerful as those of the Markovians can have dire consequences, as the humans discover when they inadvertently create a situation which can lead to the destruction of the universe itself.<br /><br />The Well World can help prevent total destruction, but the planet- sized computer has itself been damaged and must be repaired before it can be used to save the universe. Nathan Brazil can fix the damage, but where is Nathan Brazil? It is up to Mavra Chang and Obie the sentient robot to find Brazil before the entire universe is destroyed.<br /><br />The Return of Nathan Brazil is the fourth book set in the Well World universe.",4.01,16.0,"{'Anger': 0.05284879857297751, 'Anticipation': 0.017406409942522703, 'Disgust': 0.027071456052603967, 'Fear': 0.0679934245042146, 'Joy': 0.02703648001119234, 'Sadness': 0.05738402527601927, 'Surprise': 0.01529618877735418, 'Trust': 0.058759749571543486, 'Objective': 0.676203467291572}","{'Anger': 0.04881489538126878, 'Anticipation': 0.022474451061263608, 'Disgust': 0.025005115172139006, 'Fear': 0.07037399984923703, 'Joy': 0.037507672758208516, 'Sadness': 0.060412875157493454, 'Surprise': 0.020353000721508495, 'Trust': 0.09046854976793271, 'Objective': 0.6245894401309484}"
4780,4780,9780441172665,1022859,"Dune (Dune Chronicles, #1)",[Frank Herbert],"This epic tale is set on the desert planet Arrakis, the focus for a complex political and military struggle with galaxy-wide repercussions. When Duke Atreides and his family take up court there they fall into a trap set by his rival. Gollancz 50th Top 10 as chosen by you! The Top 10 titles have all been beautifully repackaged in cool retro editions that follow the classic Gollancz yellow jacket style. They've got brand new introductions from outstanding top genre authors.",4.23,16.0,"{'Anger': 0.021331079233274496, 'Anticipation': 0.020983019665365584, 'Disgust': 0.005046863734679164, 'Fear': 0.04318424781841235, 'Joy': 0.042189791910101186, 'Sadness': 0.028366854784575988, 'Surprise': 0.0, 'Trust': 0.043333416204659025, 'Objective': 0.7955647266489322}","{'Anger': 0.02053712480252765, 'Anticipation': 0.046938580113935556, 'Disgust': 0.0048590167073579394, 'Fear': 0.04569390588347934, 'Joy': 0.040619464790080904, 'Sadness': 0.027311024941356694, 'Surprise': 0.0, 'Trust': 0.048087510172818225, 'Objective': 0.7659533725884436}"
4786,4786,9780140009729,46031697,Nineteen Eighty-Four,[George Orwell],"Newspeak, Doublethink, Big Brother, the Thought Police - the language of 1984 has passed into the English language as a symbol of the horrors of totalitarianism. George Orwell's story of Winston Smith's fight against the all-pervading Party has become a classic not the least because of its intellectual coherence. First published in 1949, it retains as much relevance today as it had then.<br />--back cover",4.18,16.0,"{'Anger': 0.025395979287237285, 'Anticipation': 0.015763021626561072, 'Disgust': 0.0, 'Fear': 0.07436034115138593, 'Joy': 0.0412351507767286, 'Sadness': 0.031526043253122145, 'Surprise': 0.0, 'Trust': 0.08829576606762107, 'Objective': 0.7234236978373438}","{'Anger': 0.05344760884444841, 'Anticipation': 0.019283992500669582, 'Disgust': 0.040918965568550424, 'Fear': 0.12040591613844003, 'Joy': 0.032229265244174625, 'Sadness': 0.0699937505579859, 'Surprise': 0.012558402523584204, 'Trust': 0.08573639258399549, 'Objective': 0.5654257060381513}"
4799,4799,9789722325332,3484606,"Harry Potter e a Pedra Filosofal (Harry Potter, #1)","[J.K. Rowling, Isabel Fraga]","<i>Librarian note: alternate covers for this edition can be found <a href=""https://www.goodreads.com/book/show/25128520-harry-potter-e-a-pedra-filosofal"" rel=""nofollow"">here</a> and <a href=""https://www.goodreads.com/book/show/34766528-harry-potter-e-a-pedra-filosofal"" rel=""nofollow"">here</a>.</i><br /><br />Harry Potter é antes de mais o fenómeno editorial de 1999. É-o porque demove crianças de jogos de computador e de infindáveis horas frente ao televisor. É-o porque está traduzido em cerca de 30 idiomas. É-o porque tem angariado os mais importantes prémios de literatura infanto-juvenil. É-o, por fim e entre outras inúmeras razões, porque ocupa há meses consecutivos os primeiros lugares das mais importantes listas de vendas mundiais. Mas Harry Potter, o personagem dos livros de J. K. Rowling, não é um herói habitual. É apenas um miúdo magricela, míope e desajeitado com uma estranha cicatriz na testa. Estranha, de facto, porque afinal encerra misteriosos poderes que o distinguem do cinzento mundo dos muggles (os complicados humanos) e que irá fazer dele uma criança especialmente dotada para o universo da magia. Admitido na escola Howgarts onde se formam os mais famosos feiticeiros do mundo, Harry Potter irá viver todas as aventuras que a sua imaginação lhe irá propocionar. Um grande sucesso editorial que os mais jovens adoram e que apetece também aos adultos.",4.47,18.0,"{'Anger': 0.0041580585266351115, 'Anticipation': 0.004040377624937891, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0, 'Sadness': 0.0021378697141661656, 'Surprise': 0.0, 'Trust': 0.002451685452025419, 'Objective': 0.9872120086822355}","{'Anger': 0.004128315309818381, 'Anticipation': 0.004011476197276351, 'Disgust': 0.0, 'Fear': 0.0004543743265523375, 'Joy': 0.0, 'Sadness': 0.002122577211180205, 'Surprise': 0.0, 'Trust': 0.009132923963701982, 'Objective': 0.9801503329914708}"
4806,4806,9780553567182,127438,I'll Be Seeing You,[Lurlene McDaniel],"Carley Mattea never expected to become friends with a boy as handsome as Kyle Westin--especially not in the hospital. Seventeen-year-old Kyle was blinded when a chemistry experiment exploded. His doctors don't know whether he'll get his vision back, and he's deeply depressed. Carley understands how miserable it is to be in the hospital. At sixteen, she's had plenty of experience. But Carley is keeping a secret from Kyle. She knows boys like girls who are pretty--and she's not. Scarred by a facial deformity, she has always used her sense of humor to cope. But now that she's become so close to Kyle, she's worried that if his bandages are removed and he sees her, it will be the end of their relationship. Carley wants what's best for Kyle. But what will that mean for her?",4.02,16.0,"{'Anger': 0.04269180006091577, 'Anticipation': 0.03704017056414769, 'Disgust': 0.03225151443365258, 'Fear': 0.06788723814680701, 'Joy': 0.052049138718738376, 'Sadness': 0.09057836136586685, 'Surprise': 0.022335781244712173, 'Trust': 0.07985041794984601, 'Objective': 0.5753155775153136}","{'Anger': 0.04098373970533292, 'Anticipation': 0.03555822679943471, 'Disgust': 0.030961160474976043, 'Fear': 0.08429037864881989, 'Joy': 0.049966699696236266, 'Sadness': 0.10784425204268935, 'Surprise': 0.021442146813729475, 'Trust': 0.07665567485908285, 'Objective': 0.5522977209596985}"
4819,4819,9780671866396,356609,Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High,[Melba Pattillo Beals],"The landmark 1954 Supreme Court ruling, Brown v. Board of Education, brought the promise of integration to Little Rock, Arkansas, but it was hard-won for the nine black teenagers chosen to integrate Central High School in 1957. They ran the gauntlet between a rampaging mob and the heavily armed Arkansas National Guard, dispatched by Governor Orval Faubus to subvert federal law and bar them from entering the school. President Dwight D. Eisenhower responded by sending in soldiers of the 101st Airborne Division, the elite ""Screaming Eagles"" - and transformed Melba Pattillo and her eight friends into reluctant warriors on the battlefield of civil rights. May 17, 1994, marks the fortieth anniversary of the Brown v. Board of Education ruling, which was argued and won by Thurgood Marshall, whose passion and presence emboldened the Little Rock struggle. Melba Pattillo Beals commemorates the milestone decision in this first-person account of her ordeal at the center of the violent confrontation that helped shape the civil rights movement. Beals takes us from the lynch mob that greeted the terrified fifteen-year-old to a celebrity homecoming with her eight compatriots thirty years later, on October 23, 1987, hosted by Arkansas Governor Bill Clinton in the mansion that Faubus built. As they returned to tour the halls of the school, gathering from myriad professions and all corners of the country, they were greeted by the legacy of their courage - a bespectacled black teenager, the president of the student body at Central High. Beals chronicles her harrowing junior year at Central High, when she began each school day by polishing her saddle shoes and bracing herself for battle. Nothing, not eventhe 101st Airborne Division, could blunt the segregationists' brutal organized campaign of terrorism that included telephone threats, insults and assaults at school, brigades of attacking mothers, rogue police, restroom fireball attacks, acid-throwers, vigilante stalkers, economic",4.12,16.333333333333332,"{'Anger': 0.07500218045440671, 'Anticipation': 0.021804544066983563, 'Disgust': 0.02769722210108587, 'Fear': 0.09580916663032578, 'Joy': 0.024868082508394757, 'Sadness': 0.028765644760368067, 'Surprise': 0.017879726134926523, 'Trust': 0.0703905193842397, 'Objective': 0.6377829139592692}","{'Anger': 0.07493410957437588, 'Anticipation': 0.03699549854964595, 'Disgust': 0.02590245668054996, 'Fear': 0.09270540734812063, 'Joy': 0.03186700584729735, 'Sadness': 0.030475277708389623, 'Surprise': 0.019468900228895948, 'Trust': 0.09119642738798626, 'Objective': 0.5964549166747384}"
4869,4869,9780060099244,1040539,The Heart of Islam: Enduring Values for Humanity,[Seyyed Hossein Nasr],"As the specter of religious extremism has become a fact of life today, the temptation is great to allow the evil actions and perspectives of a minority to represent an entire tradition. In the case of Islam, there has been much recent confusion in the Western world centered on distorted portrayals of its core values. Born of ignorance, such confusion feeds the very problem at hand.<br /><br /><em>In The Heart of Islam</em> one of the great intellectual figures in Islamic history offers a timely presentation of the core spiritual and social values of Islam: peace, compassion, social justice, and respect for the other. Seizing this unique moment in history to reflect on the essence of his tradition, Seyyed Hossein Nasr seeks to ""open a spiritual and intellectual space for mutual understanding."" Exploring Islamic values in scripture, traditional sources, and history, he also shows their clear counterparts in the Jewish and Christian traditions, revealing the common ground of the Abrahamic faiths.<br /><br />Nasr challenges members of the world's civilizations to stop demonizing others while identifying themselves with pure goodness and to turn instead to a deeper understanding of those shared values that can solve the acute problems facing humanity today. ""Muslims must ask themselves what went wrong within their own societies,"" he writes, ""but the West must also pose the same question about itself . . . whether we are Muslims, Jews, Christians, or even secularists, whether we live in the Islamic world or in the West, we are in need of meaning in our lives, of ethical norms to guide our actions, of a vision that would allow us to live at peace with each other and with the rest of God's creation."" Such help, he believes, lies at the heart of every religion and can lead the followers of the Abrahamic religions (Judaism, Christianity, and Islam) as well as other religious and spiritual traditions to a new future of mutual respect and common global purpose.<br /><br /><em>The Heart of Islam</em> is a landmark presentation of enduring value that offers hope to humanity, and a compelling portrait of the beauty and appeal of the faith of 1.2 billion people.",4.3,19.0,"{'Anger': 0.010682708959985417, 'Anticipation': 0.049141676541184336, 'Disgust': 0.010919697384012397, 'Fear': 0.025023546926746274, 'Joy': 0.08178531279433661, 'Sadness': 0.02329778506972929, 'Surprise': 0.0058882508431318935, 'Trust': 0.13090875945674965, 'Objective': 0.6623522620241242}","{'Anger': 0.015470804189915909, 'Anticipation': 0.05271637233218444, 'Disgust': 0.01955181821243727, 'Fear': 0.039109249924217764, 'Joy': 0.0848368155740926, 'Sadness': 0.028718662639916476, 'Surprise': 0.0064948187401062075, 'Trust': 0.14123002997608652, 'Objective': 0.6118714284110429}"
4879,4879,9780812212990,223098,"Sound and Sentiment: Birds, Weeping, Poetics, and Song in Kaluli Expression",[Steven Feld],"Now in its second edition, <i>Sound and Sentiment</i> is an ethnographic study of sound as a cultural system--that is, a system of symbols--among the Kaluli people of Papua New Guinea. It shows how an analysis of modes and codes of sound communication leads to an understanding of life in Kaluli society. By studying the form and performance of weeping, poetics, and song in relation to the Kaluli natural and spiritual world, Steven Feld reveals Kaluli sound expressions as embodiments of deeply felt sentiments.<br /><br />For this second edition the author has updated his original work with a new, innovative chapter that includes an interpretive review by its subjects, the Kaluli people themselves. He has also written a new preface and discography and revised the references section.",4.09,19.0,"{'Anger': 0.0, 'Anticipation': 0.019693514694391734, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.011720431822168361, 'Sadness': 0.020761907799269667, 'Surprise': 0.0, 'Trust': 0.05483886399515237, 'Objective': 0.8929852816890179}","{'Anger': 0.0, 'Anticipation': 0.019436881285509685, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.011567698578825602, 'Sadness': 0.020491351768205355, 'Surprise': 0.00884496136231291, 'Trust': 0.05831064385652906, 'Objective': 0.8813484631486174}"
4891,4891,9780938151357,3863313,Ecolinking,[Don Rittner],"This is a guide to Eco-activism - using personal computers and modems to bring together the international environmental community - which details how computer networks, bulletin boards and online services can be put to work to save the planet.",4.0,19.0,"{'Anger': 0.0, 'Anticipation': 0.03164518666424638, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.022508622254492645, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.09874750408422579, 'Objective': 0.847098686997035}","{'Anger': 0.0, 'Anticipation': 0.03164518666424638, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.022508622254492645, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.09874750408422579, 'Objective': 0.847098686997035}"
